ID,east,north,longitude,latitude
73124,100000,144000,-9.47454305440346,52.5385716495518
73125,100000,145000,-9.47484408216724,52.5475548835665
73126,100000,146000,-9.47514526906759,52.5565381026485
73133,100000,153000,-9.47725804263254,52.6194202181342
73134,100000,154000,-9.47756050667378,52.6284033177664
73135,100000,155000,-9.4778631308653,52.6373864024688
73136,100000,156000,-9.47816591532028,52.6463694722419
73137,100000,157000,-9.47846886015199,52.6553525270858
73138,100000,158000,-9.47877196547385,52.6643355670011
73139,100000,159000,-9.47907523139936,52.673318591988
73140,100000,160000,-9.47937865804213,52.6823016020468
73141,100000,161000,-9.47968224551589,52.6912845971779
73142,100000,162000,-9.47998599393448,52.7002675773816
73143,100000,163000,-9.48028990341184,52.7092505426583
73144,100000,164000,-9.48059397406202,52.7182334930083
73145,100000,165000,-9.4808982059992,52.7272164284319
73146,100000,166000,-9.48120259933765,52.7361993489296
73147,100000,167000,-9.48150715419176,52.7451822545015
73148,100000,168000,-9.48181187067603,52.7541651451481
73149,100000,169000,-9.48211674890506,52.7631480208697
73150,100000,170000,-9.48242178899358,52.7721308816666
73151,100000,171000,-9.48272699105642,52.7811137275392
73152,100000,172000,-9.48303235520853,52.7900965584879
73153,100000,173000,-9.48333788156495,52.7990793745129
73154,100000,174000,-9.48364357024086,52.8080621756146
73201,100000,221000,-9.49819618221622,53.2302370003633
